ID,Prediction
207,0.04
208,0.03
209,0.46
210,0.01
211,0.01
212,0.31
213,0.03
214,0.02
215,0.0
216,0.99
217,0.0
218,0.13
219,0.08
220,1.0
221,0.32
222,0.0
223,0.0
224,1.0
225,0.64
226,0.0
227,0.0
228,0.0
229,0.0
230,0.41
231,0.82
232,0.12
233,0.49
234,0.21
235,0.84
236,0.45
237,0.09
238,0.34
239,0.31
240,0.0
241,0.52
242,0.0
243,0.02
244,0.07
245,0.01
246,0.7
247,0.0
248,0.86
249,0.84
250,0.3
251,0.01
252,0.07
253,0.0
254,0.0
255,0.21
256,0.0
257,0.24
258,1.0
259,0.42
260,0.0
261,0.02
262,0.69
263,0.0
264,0.01
265,0.05
266,0.0
267,0.0
268,0.67
269,0.2
270,0.0
271,0.57
272,0.01
273,0.02
274,0.14
275,0.18
276,0.13
277,0.17
278,0.0
279,0.01
280,0.03
281,0.98
282,0.1
283,0.04
284,0.06
285,0.01
286,0.93
287,0.33
288,0.38
289,0.01
290,0.42
291,0.48
292,0.98
293,0.0
294,0.31
295,0.01
296,0.0
297,0.8
298,0.44
299,0.05
300,0.14
301,0.76
302,0.04
303,0.01
304,0.18
305,0.07
306,0.72
307,0.01
308,0.89
309,0.04
310,0.39
311,0.02
312,0.34
313,0.01
314,0.05
315,0.01
316,0.0
317,0.96
318,0.12
319,0.51
320,0.01
321,0.0
322,0.05
323,0.33
324,0.18
325,0.35
326,0.0
327,0.0
328,0.0
329,0.03
330,0.01
331,0.59
332,0.33
333,0.28
334,0.0
335,0.04
336,0.0
337,0.51
338,0.17
339,0.33
340,0.89
341,0.24
342,0.77
343,0.05
344,0.0
345,0.74
346,0.7
347,0.0
348,1.0
349,0.84
350,0.52
351,0.01
352,0.11
353,0.64
354,0.68
355,0.15
356,0.0
357,0.0
358,0.19
359,0.26
360,0.33
361,0.01
362,0.11
363,0.27
364,0.55
365,0.04
366,0.6
367,0.03
368,0.43
369,0.19
370,1.0
371,0.13
372,0.43
373,0.0
374,0.06
375,0.01
376,0.15
377,0.06
378,0.02
379,0.21
380,0.0
381,0.04
382,0.0
383,0.01
384,0.01
385,0.0
386,0.0
387,0.95
388,0.08
389,0.03
390,0.08
391,0.26
392,0.8
393,0.0
394,0.04
395,0.77
396,0.92
397,0.56
398,0.89
399,0.65
400,0.4
401,0.1
402,0.0
403,0.04
404,0.06
405,0.23
406,0.12
407,0.0
408,0.49
409,0.84
410,0.14
411,0.93
412,0.05
413,0.02
414,0.45
415,0.0
416,0.4
417,0.34
418,0.6
419,0.02
420,0.01
421,0.0
422,0.0
423,0.0
424,0.82
425,0.14
426,0.24
427,0.21
428,0.0
429,0.13
430,0.15
431,0.43
432,0.47
433,0.0
434,0.21
435,0.31
436,0.09
437,0.52
438,0.08
439,0.01
440,0.0
441,0.79
442,0.98
443,0.0
444,0.34
445,0.33
446,0.07
447,0.01
448,0.0
449,0.36
450,0.96
451,0.93
452,0.0
453,0.05
454,0.83
455,0.0
456,0.0
457,0.0
458,0.59
459,0.02
460,0.01
461,0.04
462,0.38
463,0.16
464,0.01
465,0.08
466,0.0
467,0.06
468,0.0
469,0.22
470,0.33
471,0.46
472,0.03
473,0.07
474,0.01
475,0.78
476,0.0
477,0.29
478,0.01
479,0.89
480,0.06
481,0.82
482,0.05
483,0.0
484,0.55
485,0.0
486,0.06
487,0.95
488,0.52
489,0.64
490,0.19
491,0.0
492,0.0
493,0.0
494,0.0
495,0.25
496,0.0
497,0.22
498,0.74
499,0.56
500,0.03
501,0.72
502,0.0
503,1.0
504,0.01
505,0.0
506,0.55
507,0.03
508,0.0
509,0.08
510,0.16
511,0.06
512,0.34
513,0.5
514,0.22
515,0.09
516,0.93
517,0.01
518,0.14
519,0.94
520,0.17
521,0.0
522,0.09
523,0.17
524,0.0
525,1.0
526,0.69
527,0.0
528,0.24
529,0.02
530,0.64
531,0.0
532,0.45
533,0.0
534,0.01
535,0.15
536,0.0
537,0.57
538,0.06
539,0.0
540,0.93
541,0.0
542,0.79
543,0.0
544,0.0
545,0.09
546,0.08
547,0.89
548,0.57
549,0.0
550,0.17
551,1.0
552,0.98
553,0.0
554,0.0
555,0.39
556,0.0
557,0.01
558,0.59
559,0.47
560,0.64
561,0.15
562,0.91
563,0.36
564,0.01
565,0.95
566,0.06
567,0.45
568,0.97
569,0.07
570,0.1
571,0.0
572,0.09
573,0.21
574,0.65
575,0.16
576,0.17
577,0.0
578,0.01
579,0.12
580,0.01
581,0.0
582,0.03
583,0.51
584,0.67
585,0.65
586,0.07
587,0.79
588,0.77
589,0.02
590,0.02
591,0.21
592,0.01
593,0.0
594,0.0
595,0.94
596,0.1
597,0.4
598,0.05
599,0.0
600,0.01
601,0.42
602,0.01
603,0.0
604,0.61
605,0.0
606,0.6
607,0.3
608,0.0
609,0.01
610,0.0
611,0.3
612,0.24
613,0.0
614,0.03
615,0.59
616,0.05
617,0.0
618,0.0
619,0.22
620,0.01
621,0.07
622,0.34
623,0.5
624,0.88
625,0.03
626,0.0
627,0.32
628,0.95
629,0.35
630,0.12
631,0.07
632,0.64
633,0.0
634,0.0
635,0.06
636,0.04
637,0.0
638,0.06
639,0.21
640,1.0
641,0.29
642,0.0
643,0.01
644,0.01
645,1.0
646,0.35
647,0.97
648,0.05
649,0.57
650,0.0
651,0.24
652,0.05
653,0.52
654,0.63
655,0.0
656,0.52
657,0.6
658,0.0
659,0.37
660,0.96
661,0.31
662,0.13
663,0.2
664,0.9
665,0.79
666,0.0
667,0.0
668,0.15
669,0.02
670,0.0
671,0.0
672,0.08
673,0.0
674,0.23
675,0.01
676,0.14
677,0.02
678,0.0
679,0.0
680,0.05
681,0.33
682,0.16
683,0.0
684,0.44
685,0.04
686,0.01
687,0.41
688,0.22
689,0.58
690,0.03
691,0.0
692,0.04
693,0.52
694,0.21
695,0.99
696,0.69
697,0.11
698,0.02
699,0.0
700,0.21
701,0.13
702,0.17
703,0.46
704,0.05
705,0.02
706,0.3933333333333333
707,0.05
708,0.04
709,0.04
710,0.27
711,0.03
712,0.08
713,0.0
714,0.01
715,0.0
716,0.2
717,0.14
718,0.1
719,0.18
720,0.94
721,0.51
722,0.14
723,0.17
724,0.04
725,0.03
726,0.23
727,0.0
728,0.57
729,0.15
730,0.06
731,0.03
732,0.0
733,0.02
734,0.84
735,0.99
736,0.18
737,0.03
738,0.93
739,0.02
740,0.47
741,0.16
742,0.39
743,0.02
744,0.0
745,0.0
746,0.12
747,0.0
748,0.0
749,0.0
750,0.52
751,0.34
752,0.07
753,0.36
754,0.01
755,0.02
756,0.01
757,0.0
758,0.01
759,0.55
760,0.0
761,0.63
762,0.38
763,0.01
764,0.45
765,0.41
766,0.08
767,0.76
768,0.01
769,0.03
770,0.12
771,0.56
772,0.48
773,0.02
774,0.14
775,0.0
776,0.5
777,0.06
778,0.79
779,0.38
780,0.01
781,0.35
782,0.78
783,0.21
784,0.31
785,0.86
786,0.4
787,0.28
788,0.06
789,0.48
790,0.01
791,0.21
792,0.0
793,0.85
794,0.0
795,0.0
796,0.34
797,0.7
798,0.34
799,0.01
800,0.13
801,0.97
802,0.01
803,0.45
804,0.37
805,0.44
806,0.61
807,0.0
808,0.66
809,0.03
810,0.11
811,0.18
812,0.01
813,0.0
814,0.01
815,0.09
816,0.0
817,0.13
818,0.01
819,0.0
820,0.05
821,0.81
822,0.0
823,0.29
824,0.01
825,0.03
826,0.0
827,0.0
828,0.31
829,0.95
830,0.16
831,0.42
832,0.05
833,0.25
834,0.16
835,0.0
836,0.7
837,0.0
838,0.58
839,0.83
840,0.97
841,0.0
842,0.03
843,0.05
844,0.1
845,0.23
846,0.45
847,0.25
848,0.01
849,0.9
850,1.0
851,0.66
852,0.01
853,0.0
854,0.17
855,0.26
856,0.0
857,0.0
858,0.11
859,0.0
860,0.01
861,0.01
862,0.06
863,0.05
864,0.03
865,0.01
866,0.64
867,0.25
868,0.21
869,0.0
870,0.03
871,0.69
872,0.03
873,0.97
874,0.35
875,0.01
876,0.13
877,0.0
878,0.01
879,0.01
880,0.04
881,0.05
882,0.05
883,0.3
884,0.0
885,0.0
886,0.0
887,0.3
888,0.03
889,0.12
890,0.53
891,0.01
892,0.61
893,0.01
894,0.01
895,0.89
896,0.0
897,0.64
898,0.0
899,0.09
900,0.0
901,0.03
902,0.8
903,0.1
904,0.11
905,0.1
906,0.44
907,0.73
908,0.58
909,0.87
910,0.42
911,0.0
912,0.0
913,0.13
914,0.0
915,0.04
916,0.23
917,0.16
918,0.02
919,0.0
920,0.0
921,0.0
922,0.26
923,0.0
924,0.0
925,1.0
926,0.28
927,0.14
928,0.36
929,0.01
930,0.72
931,0.0
932,0.01
933,0.03
934,0.01
935,0.14
936,0.22
937,0.17
938,0.46
939,0.03
940,0.56
941,0.02
942,0.6
943,0.0
944,0.0
945,0.02
946,0.02
947,0.01
948,0.6
949,0.66
950,0.02
951,0.04
952,0.02
953,0.0
954,0.0
955,0.05
956,0.63
957,0.03
958,0.23
959,0.1
960,0.9
961,0.36
962,0.53
963,0.56
964,0.0
965,1.0
966,0.99
967,0.0
968,0.48
969,0.03
970,0.0
971,0.35
972,0.0
973,0.06
974,1.0
975,0.06
976,0.02
977,0.0
978,0.97
979,0.0
980,0.11
981,0.0
982,0.04
983,0.25
984,0.06
985,0.0
986,0.31
987,0.99
988,0.01
989,0.31
990,0.01
991,0.14
992,0.01
993,0.74
994,0.86
995,0.57
996,0.05
997,0.04
998,0.0
999,0.36
1000,0.0
1001,0.48
1002,0.53
1003,0.05
1004,0.62
1005,0.01
1006,0.13
1007,0.26
1008,0.07
1009,0.03
1010,0.88
1011,0.59
1012,0.19
1013,0.01
1014,0.03
1015,0.84
1016,0.75
1017,0.08
1018,0.72
1019,0.1
1020,0.12
1021,0.72
1022,0.57
1023,0.13
1024,0.42
1025,0.03
1026,0.0
1027,0.31
1028,0.0
1029,0.01
1030,0.0
1031,0.16
1032,0.0
1033,0.0
1034,0.0
1035,0.0
1036,0.05
1037,0.12
1038,0.9
1039,0.01
1040,0.06
1041,0.14
1042,0.83
1043,0.0
1044,0.44
1045,0.99
1046,0.43
1047,1.0
1048,0.0
1049,0.0
1050,0.22
1051,0.01
1052,0.96
1053,0.16
1054,0.42
1055,0.47
1056,0.97
1057,0.05
1058,0.34
1059,0.36
1060,0.03
1061,0.62
1062,0.04
1063,0.09
1064,0.0
1065,0.02
1066,0.01
1067,0.02
1068,0.32
1069,0.16
1070,0.0
1071,0.0
1072,0.06
1073,0.02
1074,0.43
1075,0.04
1076,0.05
1077,0.0
1078,0.02
1079,0.0
1080,0.0
1081,0.01
1082,0.01
1083,0.77
1084,0.08
1085,0.0
1086,0.0
1087,0.46
1088,0.05
1089,0.0
1090,0.0
1091,0.0
1092,0.14
1093,0.03
1094,0.19
1095,0.0
1096,0.27
1097,0.04
1098,0.0
1099,0.68
1100,0.01
1101,0.84
1102,1.0
1103,0.03
1104,0.0
1105,0.12
1106,0.0
1107,0.06
1108,0.3
1109,0.45
1110,0.08
1111,1.0
1112,0.16
1113,0.0
1114,0.8
1115,0.4
1116,0.0
1117,0.01
1118,0.26
1119,0.0
1120,0.0
1121,0.18
1122,0.07
1123,0.06
1124,0.12
1125,0.86
1126,0.28
1127,0.05
1128,0.06
1129,0.0
1130,0.03
1131,0.09
1132,0.0
1133,0.03
1134,0.57
1135,0.0
1136,0.99
1137,0.0
1138,0.0
1139,0.1
1140,0.51
1141,0.38
1142,0.0
1143,0.0
1144,0.03
1145,0.02
1146,0.02
1147,0.0
1148,0.0
1149,0.0
1150,0.07
1151,0.21
1152,0.01
1153,0.06
1154,0.05
1155,0.55
1156,0.04
1157,0.79
1158,0.28
1159,0.14
1160,0.0
1161,0.01
1162,0.0
1163,0.04
1164,0.3
1165,0.47
1166,0.17
1167,0.02
1168,0.23
1169,0.05
1170,0.33
1171,0.62
1172,0.0
1173,0.0
1174,0.72
1175,0.1
1176,0.01
1177,0.34
1178,0.02
1179,0.13
1180,0.0
1181,0.11
1182,0.14
1183,0.29
1184,0.48
1185,0.0
1186,0.8
1187,0.9
1188,0.0
1189,0.0
1190,0.99
1191,0.0
1192,0.0
1193,0.01
1194,0.03
1195,0.0
1196,0.21
1197,0.05
1198,0.97
1199,0.04
1200,0.03
1201,0.98
1202,0.04
1203,0.0
1204,0.0
1205,0.0
1206,0.0
1207,0.03
1208,0.6
1209,0.67
1210,0.29
1211,0.12
1212,0.09
1213,0.1
1214,0.03
1215,0.57
1216,0.93
1217,0.62
1218,0.45
1219,0.0
1220,0.04
1221,0.17
1222,0.21
1223,0.05
1224,0.36
1225,0.63
1226,0.47
1227,0.65
1228,0.22
1229,0.01
1230,0.11
1231,0.99
1232,0.03
1233,0.03
1234,0.01
1235,0.47
1236,0.03
1237,0.89
1238,0.02
1239,0.49
1240,0.14
1241,0.29
1242,0.0
1243,0.46
1244,0.03
1245,0.0
1246,0.25
1247,0.0
1248,0.04
1249,0.02
1250,0.34
1251,0.0
1252,0.01
1253,0.26
1254,0.0
1255,0.0
1256,0.16
1257,0.02
1258,0.0
1259,0.15
1260,0.22
1261,0.28
1262,0.01
1263,0.0
1264,0.59
1265,0.65
1266,0.71
1267,0.48
1268,0.37
1269,0.14
1270,0.07
1271,0.72
1272,0.83
1273,0.11
1274,0.0
1275,1.0
1276,0.44
1277,0.0
1278,0.74
1279,0.16
1280,1.0
1281,0.13
1282,0.04
1283,0.67
1284,0.01
1285,0.48
1286,0.99
1287,0.25
1288,0.64
1289,0.35
1290,0.0
1291,0.17
1292,0.94
1293,0.01
1294,0.0
1295,0.81
1296,0.0
1297,0.01
1298,0.39
1299,0.0
1300,0.0
1301,0.61
1302,0.05
1303,0.0
1304,0.0
1305,0.0
1306,0.43
1307,0.57
1308,0.43
1309,0.65
1310,0.01
1311,0.0
1312,1.0
1313,0.04
1314,0.0
1315,0.04
1316,0.23
1317,0.0
1318,0.05
1319,0.46
1320,0.76
1321,1.0
1322,0.0
1323,0.01
1324,0.03
1325,0.0
1326,0.66
1327,0.04
1328,0.2
1329,0.05
1330,0.26
1331,0.11
1332,0.0
1333,0.33
1334,0.18
1335,0.73
1336,0.02
1337,0.0
1338,0.33
1339,0.01
1340,0.4
1341,0.03
1342,0.18
1343,0.0
1344,0.16
1345,0.92
1346,0.04
1347,0.22
1348,0.01
1349,0.51
1350,0.25
1351,0.02
1352,0.0
1353,0.18
1354,0.09
1355,0.0
1356,0.04
1357,0.36
1358,0.37
1359,0.01
1360,0.07
1361,0.0
1362,0.8
1363,0.68
1364,0.0
1365,0.01
1366,0.09
1367,0.0
1368,0.0
1369,0.0
1370,0.54
1371,1.0
1372,0.76
1373,0.46
1374,0.24
1375,0.0
1376,0.31
1377,0.52
1378,0.06
1379,0.17
1380,0.0
1381,0.59
1382,0.0
1383,0.25
1384,0.07
1385,0.03
1386,0.0
1387,0.01
1388,0.77
1389,0.68
1390,0.07
1391,0.02
1392,0.01
1393,0.0
1394,0.0
1395,0.45
1396,0.78
1397,0.01
1398,0.09
1399,0.0
1400,0.52
1401,0.54
1402,0.33
1403,0.04
1404,0.68
1405,0.07
1406,0.0
1407,0.0
1408,0.32
1409,0.18
1410,0.03
1411,0.64
1412,0.01
1413,0.0
1414,0.36
1415,0.01
1416,0.0
1417,0.75
1418,0.4
1419,1.0
1420,0.0
1421,0.14
1422,0.0
1423,0.39
1424,0.21
1425,0.16
1426,0.38
1427,0.04
1428,0.22
1429,0.02
1430,0.92
1431,0.01
1432,0.27
1433,0.0
1434,0.2
1435,0.01
1436,0.0
1437,0.0
1438,0.03
1439,0.5
1440,0.19
1441,0.07
1442,0.0
1443,0.0
1444,0.85
1445,0.17
1446,0.0
1447,0.01
1448,0.23
1449,0.73
1450,0.01
1451,0.52
1452,0.99
1453,0.11
1454,0.03
1455,1.0
1456,0.07
1457,0.13
1458,0.65
1459,0.0
1460,0.96
1461,0.0
1462,0.02
1463,0.0
1464,0.99
1465,0.11
1466,0.15
1467,0.02
1468,1.0
1469,0.38
1470,0.34
1471,0.71
1472,0.09
1473,0.97
1474,0.02
1475,0.0
1476,0.9
1477,0.55
1478,0.09
1479,0.51
1480,0.03
1481,0.11
1482,0.03
1483,0.63
1484,0.23
1485,0.28
1486,0.03
1487,0.0
1488,0.36
1489,0.03
1490,0.02
1491,0.05
1492,0.0
1493,0.0
1494,0.0
1495,0.41
1496,0.14
1497,0.81
1498,0.36
1499,0.0
1500,0.05
1501,0.46
1502,0.07
1503,0.0
1504,0.0
1505,0.77
1506,0.06
1507,0.0
1508,0.04
1509,0.19
1510,0.1
1511,0.35
1512,0.08
1513,0.01
1514,0.47
1515,0.02
1516,0.0
1517,0.0
1518,0.45
1519,0.29
1520,0.0
1521,0.42
1522,0.0
1523,0.41
1524,0.77
1525,0.0
1526,0.79
1527,0.0
1528,0.02
1529,0.0
1530,0.0
1531,0.01
1532,0.33
1533,0.98
1534,0.02
1535,0.85
1536,0.67
1537,0.94
1538,0.0
1539,0.0
1540,0.64
1541,0.25
1542,0.2
1543,0.43
1544,0.53
1545,0.51
1546,0.0
1547,0.15
1548,0.18
1549,0.0
1550,0.02
1551,0.0
1552,0.01
1553,0.04
1554,0.24
1555,0.72
1556,0.0
1557,0.01
1558,0.64
1559,0.12
1560,0.35
1561,0.92
1562,0.0
1563,0.28
1564,0.04
1565,0.04
1566,0.0
1567,0.01
1568,0.17
1569,0.39
1570,0.0
1571,0.37
1572,0.84
1573,0.19
1574,0.67
1575,0.05
1576,0.03
1577,0.0
1578,0.0
1579,0.09
1580,0.82
1581,0.0
1582,0.06
1583,0.16
1584,0.35
1585,0.6
1586,0.01
1587,0.44
1588,0.36
1589,0.28
1590,0.11
1591,0.06
1592,0.0
1593,0.0
1594,0.04
1595,0.0
1596,0.77
1597,0.12
1598,0.32
1599,0.77
1600,0.01
1601,0.0
1602,0.02
1603,0.21
1604,0.0
1605,0.08
1606,1.0
1607,0.0
1608,0.03
1609,0.24
1610,0.18
1611,0.0
1612,0.0
1613,0.03
1614,0.01
1615,0.0
1616,0.25
1617,0.0
1618,0.76
1619,0.24
1620,0.0
1621,1.0
1622,0.78
1623,0.55
1624,0.01
1625,0.0
1626,0.49
1627,0.29
1628,0.32
1629,0.19
1630,0.74
1631,0.0
1632,0.62
1633,0.32
1634,0.06
1635,0.0
1636,0.0
1637,0.73
1638,0.32
1639,0.01
1640,0.06
1641,0.12
1642,0.5
1643,0.0
1644,0.0
1645,0.21
1646,0.03
1647,0.72
1648,0.05
1649,0.04
1650,0.16
1651,0.0
1652,0.02
1653,0.0
1654,0.52
1655,0.0
1656,0.0
1657,0.0
1658,0.66
1659,0.01
1660,0.42
1661,0.1
1662,0.0
1663,0.51
1664,0.31
1665,0.12
1666,0.53
1667,0.01
1668,0.14
1669,0.01
1670,0.01
1671,0.0
1672,0.0
1673,0.57
1674,0.02
1675,0.25
1676,0.0
1677,0.0
1678,0.0
1679,0.0
1680,0.01
1681,0.01
1682,0.09
1683,0.02
1684,0.72
1685,0.5
1686,0.0
1687,0.6
1688,0.54
1689,0.59
1690,0.17
1691,0.06
1692,0.35
1693,0.04
1694,0.0
1695,0.05
1696,0.04
1697,0.04
1698,0.02
1699,0.4
1700,0.0
1701,0.33
1702,0.04
1703,0.0
1704,0.0
1705,0.27
1706,0.0
1707,0.0
1708,0.0
1709,0.06
1710,0.0
1711,0.04
1712,0.06
1713,0.99
1714,0.0
1715,0.0
1716,0.0
1717,0.94
1718,0.36
1719,0.0
1720,0.14
1721,0.0
1722,0.57
1723,0.0
1724,0.0
1725,0.01
1726,0.17
1727,0.16
1728,0.34
1729,0.85
1730,0.03
1731,0.76
1732,0.69
1733,0.03
1734,0.14
1735,0.0
1736,0.83
1737,0.2
1738,0.0
1739,0.26416666666666666
1740,0.77
1741,0.27
1742,0.08
1743,0.0
1744,0.0
1745,0.08
1746,0.24
1747,0.04
1748,0.03
1749,0.6
1750,0.05
1751,0.02
1752,0.0
1753,0.35
1754,0.64
1755,0.47
1756,0.0
1757,0.27
1758,0.38
1759,0.0
1760,0.0
1761,0.2
1762,0.03
1763,0.0
1764,0.2
1765,0.66
1766,0.07
1767,0.22
1768,0.0
1769,0.94
1770,0.96
1771,0.0
1772,0.0
1773,0.98
1774,0.05
1775,0.42
1776,0.05
1777,0.44
1778,0.0
1779,0.0
1780,0.0
1781,0.0
1782,0.0
1783,0.0
1784,0.14
1785,0.0
1786,0.0
1787,0.28
1788,0.01
1789,0.06
1790,0.13
1791,0.41
1792,0.0
1793,0.0
1794,0.67
1795,0.52
1796,0.64
1797,0.0
1798,0.04
1799,0.0
1800,0.04
1801,0.32
1802,0.47
1803,0.25
1804,0.18
1805,1.0
1806,0.14
1807,0.0
1808,0.58
1809,0.19
1810,0.03
1811,0.29
1812,0.0
1813,0.11
1814,0.34
1815,0.04
1816,0.55
1817,0.04
1818,0.16
1819,0.57
1820,0.22
1821,0.57
1822,0.16
1823,0.0
1824,0.01
1825,0.0
1826,0.41
1827,0.03
1828,0.0
1829,0.08
1830,0.79
1831,0.05
1832,0.44
1833,0.0
1834,0.01
1835,0.89
1836,0.15
1837,0.0
1838,0.01
1839,0.54
1840,0.95
1841,0.0
1842,0.01
1843,0.0
1844,0.37
1845,0.02
1846,0.08
1847,0.08
1848,0.04
1849,0.0
1850,0.11
1851,1.0
1852,0.36
1853,0.08
1854,0.39
1855,0.25
1856,0.74
1857,0.0
1858,0.0
1859,0.06
1860,0.0
1861,0.62
1862,0.0
1863,0.0
1864,0.0
1865,0.16
1866,0.77
1867,0.01
1868,0.02
1869,0.0
1870,0.1
1871,0.05
1872,0.72
1873,0.0
1874,0.01
1875,0.04
1876,0.0
1877,0.22
1878,0.0
1879,0.07
1880,0.14
1881,0.15
1882,0.08
1883,0.95
1884,0.34
1885,0.0
1886,0.25
1887,0.0
1888,0.05
1889,0.0
1890,0.66
1891,0.54
1892,0.04
1893,0.12
1894,0.32
1895,0.0
1896,0.38
1897,0.41
1898,0.38
1899,0.16
1900,0.02
1901,0.12
1902,0.0
1903,0.0
1904,0.12
1905,0.0
1906,0.6
1907,0.07
1908,0.96
1909,0.42
1910,0.03
1911,0.62
1912,0.01
1913,0.03
1914,0.37
1915,0.16
1916,0.27
1917,0.51
1918,0.09
1919,0.0
1920,0.94
1921,0.8
1922,0.0
1923,0.01
1924,0.12
1925,0.15
1926,0.98
1927,0.01
1928,0.23
1929,0.02
1930,0.34
1931,0.01
1932,0.0
1933,0.0
1934,0.0
1935,0.0
1936,0.0
1937,0.14
1938,0.93
1939,0.3
1940,0.46
1941,0.0
1942,0.4
1943,0.74
1944,0.3066666666666667
1945,0.25
1946,0.01
1947,0.15
1948,0.4
1949,0.0
1950,0.0
1951,0.68
1952,0.98
1953,0.11
1954,0.25
1955,0.1
1956,0.61
1957,0.12
1958,0.04
1959,0.11
1960,0.31
1961,0.0
1962,0.52
1963,0.55
1964,0.64
1965,0.29
1966,0.54
1967,0.02
1968,0.0
1969,0.46
1970,0.0
1971,0.5
1972,0.0
1973,0.1
1974,0.19
1975,0.08
1976,0.0
1977,0.0
1978,0.26
1979,0.21
1980,0.01
1981,0.0
1982,0.03
1983,0.04
1984,0.01
1985,0.0
1986,0.83
1987,0.31
1988,0.21
1989,0.87
1990,0.1
1991,0.0
1992,0.12
1993,0.75
1994,0.55
1995,0.0
1996,0.0
1997,0.04
1998,0.02
1999,0.24
2000,0.07
2001,0.19
2002,0.0
2003,0.01
2004,0.0
2005,0.02
2006,0.77
2007,0.0
2008,0.47
2009,0.85
2010,0.03
2011,0.19
2012,0.34
2013,0.61
2014,0.0
2015,0.03
2016,0.83
2017,0.72
2018,0.58
2019,0.29
2020,0.0
2021,0.1
2022,0.81
2023,0.0
2024,0.61
2025,0.99
2026,0.09
2027,0.21
2028,0.0
2029,0.06
2030,0.0
2031,1.0
2032,0.03
2033,0.03
2034,0.12
2035,0.27
2036,0.41
2037,0.0
2038,0.09
2039,0.16
2040,0.02
2041,0.71
2042,0.0
2043,0.28
2044,0.01
2045,0.0
2046,0.0
2047,0.03
2048,0.64
2049,0.01
2050,0.01
2051,0.0
2052,0.0
2053,0.26
2054,0.0
2055,0.44
2056,0.01
2057,0.18
2058,0.01
2059,0.01
2060,0.0
2061,0.11
2062,0.11
2063,0.0
2064,0.0
2065,0.0
2066,0.08
2067,0.0
2068,0.21
2069,0.01
2070,0.0
2071,0.0
2072,0.03
2073,0.03
2074,0.02
2075,0.0
2076,0.02
2077,0.75
2078,0.54
2079,0.61
2080,0.57
2081,0.01
2082,0.0
2083,0.02
2084,0.25
2085,0.04
2086,0.0
2087,1.0
2088,0.06
2089,0.0
2090,0.97
2091,0.6
2092,0.4
2093,0.19
2094,0.26
2095,0.17
2096,0.52
2097,0.3
2098,0.01
2099,0.0
2100,0.78
2101,0.04
2102,0.62
2103,0.0
2104,0.0
2105,0.76
2106,0.0
2107,0.31
2108,0.0
2109,0.08
2110,0.47
2111,0.01
2112,0.01
2113,0.05
2114,0.0
2115,0.43
2116,0.01
2117,0.17
2118,0.0
2119,0.25
2120,0.01
2121,0.0
2122,0.2
2123,1.0
2124,0.0
2125,0.01
2126,0.27
2127,0.41
2128,0.82
2129,0.15
2130,0.1
2131,0.03
2132,0.0
2133,0.16
2134,0.0
2135,0.0
2136,0.0
2137,0.0
2138,0.0
